timestamp,humidity_abs,temp_ambient,nox_unit_1,nox_unit_2,nox_unit_3,nox_unit_4,nox_unit_5,nox_unit_6
2024-01-05 16:00:00,10.387,21.739,748.62,853.45,800.6,1391.27,757.35,790.87
2024-01-05 17:00:00,9.603,20.388,871.54,806.51,849.42,1405.02,757.4,859.72
2024-01-05 18:00:00,10.793,21.21,749.15,770.07,766.57,1393.64,729.66,790.26
2024-01-05 19:00:00,10.369,19.98,817.45,791.19,755.04,1373.93,807.08,816.12
2024-01-05 20:00:00,11.115,19.019,779.02,713.35,717.31,1343.3,702.56,719.17
2024-01-05 21:00:00,11.153,20.948,762.88,711.42,684.64,1415.8,722.6,810.85
2024-01-05 22:00:00,12.682,22.611,686.59,635.65,776.9,1366.96,697.16,733.5
2024-01-05 23:00:00,11.514,22.54,749.03,707.76,744.74,1426.17,674.81,821.31
2024-01-06 00:00:00,11.212,23.163,777.73,829.14,776.86,1497.0,710.78,821.37
2024-01-06 01:00:00,12.5,23.423,706.66,756.26,757.0,1430.12,613.93,669.08
2024-01-06 02:00:00,12.837,24.098,636.15,654.94,770.11,,750.49,682.68
2024-01-06 03:00:00,14.012,24.629,575.22,590.53,658.57,1395.83,601.49,636.1
2024-01-06 04:00:00,13.798,23.947,698.71,530.97,634.65,1467.41,645.32,682.47
2024-01-06 05:00:00,13.549,24.542,567.99,592.16,685.3,1396.33,720.34,724.47
2024-01-06 06:00:00,14.489,26.568,631.68,554.78,653.68,1441.41,545.89,653.17
2024-01-06 07:00:00,12.34,24.543,707.09,677.32,710.02,1370.41,691.73,755.34
2024-01-06 08:00:00,12.673,24.189,704.44,654.02,665.71,1405.56,656.17,698.25
2024-01-06 09:00:00,12.266,23.908,675.84,705.35,749.11,1447.95,684.39,722.34
2024-01-06 10:00:00,12.46,23.072,715.63,715.39,776.44,1403.67,686.07,745.3
2024-01-06 11:00:00,11.394,22.293,753.4,705.9,,1438.38,784.69,801.97
2024-01-06 12:00:00,12.706,22.511,786.44,727.59,676.48,1400.57,692.56,734.82
2024-01-06 13:00:00,11.721,21.099,731.44,729.35,811.58,1396.12,774.21,728.39
2024-01-06 14:00:00,10.445,21.012,825.86,810.41,735.72,1424.62,770.33,775.77
2024-01-06 15:00:00,10.573,19.786,715.8,748.03,777.28,1323.7,735.33,766.69
2024-01-06 16:00:00,11.457,20.508,771.22,748.5,788.05,1399.14,763.7,763.63
2024-01-06 17:00:00,11.768,20.842,731.65,730.6,757.79,1364.88,,801.34
2024-01-06 18:00:00,12.665,19.78,688.79,722.71,754.09,1331.1,664.62,696.77
2024-01-06 19:00:00,13.45,17.653,643.73,642.62,609.22,1264.66,636.0,658.02
2024-01-06 20:00:00,11.581,20.932,791.86,756.03,734.27,1393.42,750.87,789.2
2024-01-06 21:00:00,10.659,20.646,777.68,743.17,764.32,1389.52,754.01,809.06
2024-01-06 22:00:00,10.004,19.684,761.03,836.76,836.02,1400.39,806.72,830.17
2024-01-06 23:00:00,12.223,22.247,688.63,642.93,715.56,1349.19,667.19,737.12
2024-01-07 00:00:00,11.678,20.118,752.92,691.77,743.72,1395.53,696.83,760.15
2024-01-07 01:00:00,12.316,23.527,,704.33,717.93,1432.61,713.14,746.52
2024-01-07 02:00:00,12.457,22.645,647.99,637.15,733.74,1373.08,683.7,679.8
2024-01-07 03:00:00,13.092,20.364,680.57,606.65,649.81,1380.46,616.94,654.76
2024-01-07 04:00:00,14.256,23.577,584.62,554.0,,1404.24,630.54,640.58
2024-01-07 05:00:00,13.657,23.034,663.69,636.77,652.63,1352.43,633.69,655.39
2024-01-07 06:00:00,13.454,22.879,628.96,625.65,642.3,1395.75,578.84,663.62
2024-01-07 07:00:00,12.719,22.552,679.52,708.08,699.42,1318.48,686.21,783.92
2024-01-07 08:00:00,12.096,23.042,700.31,777.99,767.29,1431.43,721.55,757.41
2024-01-07 09:00:00,12.863,22.252,734.67,672.0,644.53,1366.92,660.15,748.79
2024-01-07 10:00:00,12.967,20.148,681.35,628.98,667.68,1297.73,657.98,617.43
2024-01-07 11:00:00,14.142,23.377,671.19,611.27,747.03,1319.12,,715.8
2024-01-07 12:00:00,12.528,20.996,792.32,,631.39,1377.57,606.96,680.14
2024-01-07 13:00:00,12.905,19.849,670.4,649.22,638.92,1338.93,683.36,745.43
2024-01-07 14:00:00,11.436,18.847,781.48,821.14,748.43,1333.38,,729.81
2024-01-07 15:00:00,10.645,20.668,744.92,756.91,706.08,1392.77,,753.87
2024-01-07 16:00:00,10.636,17.822,800.89,769.02,752.61,1334.51,677.86,794.0
2024-01-07 17:00:00,10.713,19.296,732.3,751.41,833.88,1381.99,803.51,735.58
2024-01-07 18:00:00,12.96,18.322,658.77,627.97,649.02,1314.27,629.49,673.75
2024-01-07 19:00:00,10.645,18.414,778.04,777.49,,1330.49,747.45,727.72
2024-01-07 20:00:00,12.097,17.875,720.33,636.33,637.58,1303.94,669.41,795.83
2024-01-07 21:00:00,10.899,18.727,706.02,741.0,717.1,1353.9,732.88,739.22
2024-01-07 22:00:00,12.619,19.85,651.38,612.28,686.85,1360.42,658.96,727.01
2024-01-07 23:00:00,12.475,20.558,712.78,737.88,796.05,1343.35,707.68,725.21
2024-01-08 00:00:00,12.356,19.804,680.44,719.41,698.97,1334.67,686.59,735.97
2024-01-08 01:00:00,12.762,21.109,632.04,632.26,692.5,1375.33,633.01,692.3
2024-01-08 02:00:00,12.563,22.719,694.68,603.85,712.85,1408.67,613.29,736.92
2024-01-08 03:00:00,13.695,20.025,628.91,630.22,618.88,1307.53,657.54,726.86
2024-01-08 04:00:00,13.167,22.283,673.94,643.65,,1345.03,665.06,
2024-01-08 05:00:00,12.672,21.302,704.4,757.96,763.5,1373.61,656.08,692.41
2024-01-08 06:00:00,12.673,21.201,,723.93,727.65,1384.48,705.81,681.86
2024-01-08 07:00:00,13.794,22.661,613.39,638.6,712.68,1389.9,700.3,677.41
2024-01-08 08:00:00,14.8,21.446,572.4,533.52,628.05,1304.22,562.71,603.24
2024-01-08 09:00:00,13.475,20.274,676.91,612.59,714.35,,674.79,652.65
2024-01-08 10:00:00,13.005,22.861,658.78,667.71,633.69,1421.64,659.05,707.03
2024-01-08 11:00:00,13.039,21.845,657.81,664.97,693.7,1364.11,719.56,672.51
2024-01-08 12:00:00,13.545,17.855,,583.79,671.28,1278.82,615.5,651.52
2024-01-08 13:00:00,12.365,17.838,683.05,618.99,751.02,1348.91,652.34,674.72
2024-01-08 14:00:00,11.571,19.788,739.53,796.09,753.51,1390.6,764.48,784.97
2024-01-08 15:00:00,12.535,18.271,609.24,667.5,709.0,,667.12,656.0
2024-01-08 16:00:00,11.802,20.046,681.24,725.38,738.45,1366.35,705.2,720.79
2024-01-08 17:00:00,12.566,18.736,629.33,631.66,630.77,1294.46,694.73,759.64
2024-01-08 18:00:00,11.442,18.238,753.52,775.2,707.26,1345.23,709.75,724.53
2024-01-08 19:00:00,10.355,16.671,695.6,807.35,739.79,1302.03,686.99,758.82
2024-01-08 20:00:00,10.358,18.636,768.52,773.94,,1322.16,748.17,781.22
2024-01-08 21:00:00,12.961,16.784,677.54,648.05,688.36,1244.14,612.02,697.86
2024-01-08 22:00:00,13.266,20.245,660.59,645.47,737.1,1382.6,601.29,626.32
2024-01-08 23:00:00,12.03,19.617,691.45,699.72,738.6,1335.83,731.29,741.86
2024-01-09 00:00:00,12.174,18.588,707.99,707.76,698.04,1424.6,662.04,665.97
2024-01-09 01:00:00,13.957,21.01,661.45,614.5,704.23,1392.48,584.9,706.6
2024-01-09 02:00:00,12.188,23.166,712.09,691.44,679.39,1450.75,695.21,727.32
2024-01-09 03:00:00,12.603,20.579,607.38,,689.37,1298.62,680.58,615.36
2024-01-09 04:00:00,14.02,21.767,665.77,597.31,612.21,1358.81,620.66,706.98
2024-01-09 05:00:00,13.305,20.737,668.43,663.48,627.92,1290.77,640.46,713.18
2024-01-09 06:00:00,13.653,21.375,639.95,643.78,619.0,1374.67,625.27,644.21
2024-01-09 07:00:00,13.48,19.345,570.7,,632.58,1324.53,575.94,627.28
2024-01-09 08:00:00,13.756,20.901,623.69,666.67,665.88,1395.16,631.08,623.93
2024-01-09 09:00:00,14.416,20.585,570.78,601.29,614.59,1304.42,540.42,595.96
2024-01-09 10:00:00,13.108,22.226,627.61,655.8,701.87,1397.07,693.29,713.16
2024-01-09 11:00:00,13.255,17.379,636.82,639.75,667.78,,612.82,687.45
2024-01-09 12:00:00,10.783,18.627,735.99,,659.39,1346.18,693.98,697.72
2024-01-09 13:00:00,12.067,19.94,690.19,726.84,724.95,1378.81,699.36,720.5
2024-01-09 14:00:00,11.136,17.57,761.59,786.1,707.97,1338.53,753.26,761.43
2024-01-09 15:00:00,10.58,17.189,765.24,799.17,687.5,1349.54,733.46,732.26
2024-01-09 16:00:00,10.654,16.025,730.8,772.94,757.11,1317.88,762.95,791.31
2024-01-09 17:00:00,10.962,15.654,712.4,725.9,737.69,1302.52,,678.45
2024-01-09 18:00:00,11.913,14.462,672.8,671.88,700.27,1236.17,688.63,682.08
2024-01-09 19:00:00,10.152,15.914,757.83,765.5,792.26,1295.72,709.14,806.35
2024-01-09 20:00:00,11.35,15.629,738.51,687.95,692.54,1255.2,705.63,725.93
2024-01-09 21:00:00,11.12,17.224,698.3,743.84,696.43,1308.86,704.6,716.83
2024-01-09 22:00:00,11.485,16.499,767.33,601.39,719.34,1313.8,630.24,744.03
2024-01-09 23:00:00,12.83,17.299,681.2,626.5,655.35,1255.02,591.63,640.72
2024-01-10 00:00:00,12.759,17.797,570.34,655.92,793.57,1331.6,717.97,715.61
2024-01-10 01:00:00,13.7,18.747,,706.57,641.61,1304.63,592.2,607.67
2024-01-10 02:00:00,12.786,18.601,705.01,654.41,682.3,1317.69,643.61,728.68
2024-01-10 03:00:00,12.591,18.323,689.72,665.09,651.19,1318.86,612.75,729.81
2024-01-10 04:00:00,13.149,19.965,643.7,606.03,631.41,1347.02,715.05,
2024-01-10 05:00:00,13.631,21.291,639.59,686.56,592.88,1285.87,635.32,651.18
2024-01-10 06:00:00,13.609,20.18,644.03,583.12,643.45,1336.52,,
2024-01-10 07:00:00,12.548,19.173,708.81,749.51,684.48,1314.34,694.82,661.65
2024-01-10 08:00:00,13.357,19.505,596.95,597.44,709.29,1322.86,675.92,717.52
2024-01-10 09:00:00,13.265,16.822,617.49,661.52,641.43,1306.55,541.86,651.47
2024-01-10 10:00:00,14.836,18.649,629.83,542.03,,1280.36,594.73,645.29
2024-01-10 11:00:00,14.022,17.801,,563.83,636.6,1267.98,,666.45
2024-01-10 12:00:00,11.515,16.591,768.91,752.47,712.35,1311.09,640.34,726.21
2024-01-10 13:00:00,11.644,16.239,812.82,757.86,750.19,1258.4,773.26,724.86
2024-01-10 14:00:00,10.401,16.115,741.07,754.66,812.8,1341.81,762.26,769.99
2024-01-10 15:00:00,10.838,17.332,704.84,745.31,742.89,1381.35,710.83,762.91
2024-01-10 16:00:00,11.359,17.081,,704.56,683.85,1270.95,782.8,741.69
2024-01-10 17:00:00,11.938,14.405,725.87,693.7,682.55,1275.89,656.69,666.02
2024-01-10 18:00:00,10.335,14.777,798.1,717.11,,1327.51,708.05,773.24
2024-01-10 19:00:00,10.422,14.823,831.21,649.58,687.74,1268.36,776.92,776.3
2024-01-10 20:00:00,9.333,16.534,791.78,726.13,770.43,1305.3,725.9,756.81
2024-01-10 21:00:00,11.097,16.003,747.32,721.42,665.0,1278.02,720.82,795.45
2024-01-10 22:00:00,10.611,16.302,726.16,710.64,763.84,1344.15,686.74,694.6
2024-01-10 23:00:00,11.312,17.264,639.26,719.16,680.73,1356.14,672.34,
2024-01-11 00:00:00,11.33,16.371,720.86,699.85,708.07,1292.2,732.65,717.77
2024-01-11 01:00:00,12.251,19.189,654.81,655.13,696.69,1384.95,642.29,682.6
2024-01-11 02:00:00,11.194,17.981,757.66,705.68,681.36,1294.45,753.48,742.31
2024-01-11 03:00:00,11.659,17.319,646.7,745.92,716.86,1328.37,617.01,707.22
2024-01-11 04:00:00,14.711,18.337,551.24,559.68,555.29,1265.41,544.91,636.97
2024-01-11 05:00:00,12.081,20.239,716.77,757.68,777.91,1365.36,670.21,663.42
2024-01-11 06:00:00,12.258,18.267,,684.39,754.03,1312.13,665.66,678.01
2024-01-11 07:00:00,14.547,19.798,589.91,487.26,665.09,1288.49,550.95,619.41
2024-01-11 08:00:00,15.265,17.657,612.47,475.68,580.31,1281.45,535.75,533.09
2024-01-11 09:00:00,11.796,17.12,760.71,704.53,723.51,1271.4,707.93,717.75
2024-01-11 10:00:00,12.172,18.365,670.99,694.55,694.62,1347.1,664.12,730.89
2024-01-11 11:00:00,12.433,15.991,729.02,641.09,701.62,1301.51,637.71,652.07
2024-01-11 12:00:00,13.215,17.459,705.52,596.58,725.54,1299.18,641.03,626.98
2024-01-11 13:00:00,10.713,16.326,,724.61,,1297.24,757.2,714.01
2024-01-11 14:00:00,10.999,14.323,728.28,724.04,741.14,1288.78,632.52,698.15
2024-01-11 15:00:00,11.55,14.821,704.19,703.1,633.76,1293.87,641.54,742.53
2024-01-11 16:00:00,11.067,13.88,699.36,681.41,700.52,1243.67,664.54,725.23
2024-01-11 17:00:00,10.279,14.707,737.4,772.91,746.2,1287.25,730.58,739.54
2024-01-11 18:00:00,10.413,16.436,805.47,772.03,767.41,1299.52,675.38,722.8
2024-01-11 19:00:00,9.442,13.744,792.79,784.7,793.65,1285.65,788.62,764.49
2024-01-11 20:00:00,10.451,14.979,731.89,,799.82,1262.88,704.68,746.5
2024-01-11 21:00:00,10.6,14.636,711.62,775.82,679.19,1283.41,761.65,690.06
2024-01-11 22:00:00,11.227,15.001,693.82,774.06,754.86,1273.41,683.24,740.82
2024-01-11 23:00:00,10.867,15.207,730.3,720.67,807.88,1311.19,758.83,716.67
2024-01-12 00:00:00,11.978,14.845,719.58,658.9,674.33,1248.26,660.15,672.06
2024-01-12 01:00:00,12.701,16.745,633.95,671.67,652.0,1297.73,639.07,675.08
2024-01-12 02:00:00,12.284,16.43,712.86,626.6,696.0,1276.57,691.17,713.18
2024-01-12 03:00:00,12.669,16.056,669.31,601.58,667.82,1231.74,627.19,
2024-01-12 04:00:00,12.599,18.628,682.11,637.97,681.83,1317.18,596.38,668.69
2024-01-12 05:00:00,12.656,17.682,706.23,670.58,743.88,1325.96,590.43,663.01
2024-01-12 06:00:00,12.098,17.309,723.0,,802.68,1327.31,714.87,
2024-01-12 07:00:00,12.865,19.075,617.94,650.77,669.46,1310.83,599.5,716.53
2024-01-12 08:00:00,12.393,15.016,632.17,583.29,776.17,1291.92,638.35,704.14
2024-01-12 09:00:00,13.932,18.382,606.47,617.57,621.98,1340.98,645.8,620.69
2024-01-12 10:00:00,13.246,15.337,645.31,678.02,679.42,1229.37,591.83,636.44
2024-01-12 11:00:00,11.984,16.117,740.86,651.19,656.64,1291.44,649.37,754.62
2024-01-12 12:00:00,10.732,14.593,,760.68,700.01,1306.89,737.27,715.74
2024-01-12 13:00:00,10.119,13.627,817.02,758.06,737.91,1303.24,799.94,728.22
2024-01-12 14:00:00,11.649,15.783,681.33,707.36,746.05,1291.88,755.63,736.35
2024-01-12 15:00:00,10.635,15.973,729.86,741.57,756.69,1334.24,708.37,726.26
2024-01-12 16:00:00,10.595,13.116,726.69,732.48,664.51,1289.04,749.61,749.55
2024-01-12 17:00:00,8.671,13.539,769.52,779.8,730.34,1291.49,788.49,777.91
2024-01-12 18:00:00,10.745,13.091,771.96,694.1,655.81,1239.52,718.85,721.45
2024-01-12 19:00:00,10.383,15.122,657.56,803.86,764.88,1299.48,762.4,759.65
2024-01-12 20:00:00,9.227,10.664,752.0,719.56,763.37,1198.0,777.51,717.82
2024-01-12 21:00:00,9.905,13.925,,774.07,764.24,1252.91,717.92,821.0
2024-01-12 22:00:00,10.717,12.97,720.98,736.12,733.59,1199.75,683.16,749.82
2024-01-12 23:00:00,10.813,11.453,758.83,727.9,685.18,1243.86,,707.83
2024-01-13 00:00:00,10.824,14.321,810.69,764.5,739.55,1300.79,702.77,704.65
2024-01-13 01:00:00,11.26,17.445,732.79,712.05,,1263.53,738.9,679.6
2024-01-13 02:00:00,11.406,14.879,753.24,738.33,738.87,1257.99,756.95,753.53
2024-01-13 03:00:00,11.953,16.986,783.03,771.16,657.32,1285.21,676.48,713.32
2024-01-13 04:00:00,13.174,17.75,661.11,625.34,649.67,1316.96,681.28,590.18
2024-01-13 05:00:00,10.038,16.453,771.17,696.72,743.06,1315.52,738.72,799.16
2024-01-13 06:00:00,11.917,16.639,729.96,686.78,742.94,1317.05,723.81,720.59
2024-01-13 07:00:00,12.181,14.324,717.84,662.69,638.86,1253.44,666.41,750.0
2024-01-13 08:00:00,12.131,15.282,681.55,693.8,698.05,1278.57,659.16,779.19
2024-01-13 09:00:00,11.38,16.87,705.46,639.68,,,739.56,749.29
2024-01-13 10:00:00,9.997,15.399,829.48,789.27,732.05,1332.34,752.35,834.75
2024-01-13 11:00:00,11.349,15.243,706.87,699.16,727.73,1249.9,677.63,747.33
2024-01-13 12:00:00,12.132,14.404,720.69,707.14,676.25,1232.13,601.35,697.17
2024-01-13 13:00:00,9.186,16.316,805.42,784.26,820.51,1294.09,811.25,778.28
2024-01-13 14:00:00,10.788,12.646,791.6,769.23,703.96,1252.52,744.32,759.91
2024-01-13 15:00:00,9.559,14.635,748.5,727.6,721.38,1238.02,839.32,793.08
2024-01-13 16:00:00,9.555,12.511,738.98,782.49,750.79,1190.75,779.79,772.67
